Quantidade de alunos matriculados em 2016.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
91125100 - ENGENHARIA DE ALIMENTOS - D (Pombal),129,70,199
71131100 - ENGENHARIA DE BIOSSISTEMAS - D (Sumé),59,60,119
11126100 - ENGENHARIA DE MATERIAIS - D (Campina Grande),97,106,203
15127100 - ENGENHARIA DE MINAS - D (Campina Grande),72,114,186
11135100 - ENGENHARIA DE PETRÓLEO - D (Campina Grande),91,89,180
11133100 - ENGENHARIA DE PRODUÇÃO - D (Campina Grande),87,106,193
71133100 - ENGENHARIA DE PRODUÇÃO - D (Sumé),85,106,191
,FEMININO,MASCULINO,Total
14123100 - ENGENHARIA ELÉTRICA (Campina Grande),187,680,867
41403100 - ENGENHARIA FLORESTAL - D (Patos),51,70,121
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),40,272,312
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),118,114,232
11134100 - ESTATÍSTICA - D (Campina Grande),16,29,45
51203100 - FARMÁCIA - D (Cuité),192,102,294
13314250 - FILOSOFIA (BAC) - N (Campina Grande),11,17,28
13314210 - FILOSOFIA (LIC) - N (Campina Grande),23,28,51
11105150 - FÍSICA (BAC) - D (Campina Grande),4,30,34
11105110 - FÍSICA (LIC) - D (Campina Grande),10,26,36
51105110 - FÍSICA (LIC) - D (Cuité),15,42,57
21105210 - FÍSICA (LIC) - N (Cajazeiras),31,54,85
51105210 - FÍSICA (LIC) - N (Cuité),16,51,67
13316110 - GEOGRAFIA (LIC) - D (Campina Grande),48,59,107
13316210 - GEOGRAFIA (LIC) - N (Campina Grande),39,100,139
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),63,52,115
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),63,60,123
13309250 - HISTÓRIA (BAC) - N (Campina Grande),1,0,1
13309110 - HISTÓRIA (LIC) - M (Campina Grande),63,60,123
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),91,66,157
19309110 - HISTÓRIA (LIC) - M (PARFOR) (Campina Grande),12,3,15
13309210 - HISTÓRIA (LIC) - N (Campina Grande),51,63,114
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),72,70,142
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D (Sumé),50,41,91
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N (Campina Grande),29,13,42
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D (Campina Grande),23,10,33
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),2,0,2
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),1,0,1
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),1,0,1
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),1,0,1
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),11,4,15
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Campina Grande),38,24,62
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Cajazeiras),51,34,85
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),64,19,83
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),53,11,64
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),77,24,101
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),65,22,87
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),5,15,20
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),23,32,55
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),63,53,116
51107110 - MATEMÁTICA (LIC) - D (Cuité),22,29,51
19107110 - MATEMÁTICA (LIC) - D (PARFOR) (Campina Grande),8,9,17
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),24,41,65
,FEMININO,MASCULINO,Total
51107210 - MATEMÁTICA (LIC) - N (Cuité),33,47,80
12205100 - MEDICINA (Campina Grande),233,227,460
21205100 - MEDICINA (Cajazeiras),55,83,138
41410100 - MEDICINA VETERINÁRIA - D (Patos),209,197,406
15108100 - METEOROLOGIA - D (Campina Grande),29,39,68
13311150 - MÚSICA (BAC) - D (Campina Grande),4,20,24
13311110 - MÚSICA (LIC) - D (Campina Grande),15,55,70
51206100 - NUTRIÇÃO - D (Cuité),220,50,270
51206200 - NUTRIÇÃO - N (Cuité),10,3,13
41207100 - ODONTOLOGIA - D (Patos),233,128,361
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),110,1,111
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),62,7,69
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),156,17,173
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),134,8,142
12208200 - PSICOLOGIA - N (Campina Grande),200,91,291
51109110 - QUÍMICA (LIC) - D (Cuité),51,40,91
21109210 - QUÍMICA (LIC) - N (Cajazeiras),60,65,125
51109210 - QUÍMICA (LIC) - N (Cuité),39,43,82
19109210 - QUÍMICA (LIC) - N (PARFOR) (Cajazeiras),2,3,5
31340100 - SERVIÇO SOCIAL - M (Sousa),124,23,147
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),51,45,96
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),70,65,135
Total,7584,7413,14997
