Quantidade de alunos matriculados em 2007.2 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
11133100 - ENGENHARIA DE PRODUÇÃO - D (Campina Grande),46,53,99
14123100 - ENGENHARIA ELÉTRICA (Campina Grande),24,238,262
14123110 - ENGENHARIA ELÉTRICA (ELETRÔNICA) - D (Campina ,2,29,31
14123111 - ENGENHARIA ELÉTRICA (ELETROTÉCNICA) - D (Campina ,24,126,150
14123112 - ENGENHARIA ELÉTRICA (TELECOMUNICAÇÕES) - (Campina ,10,26,36
14123113 - ENGENHARIA ELÉTRICA(CONTROLE E AUTOMAÇÃO ,12,80,92
14123116 - ENGENHARIA ELÉTRICA(ELETROTÉ/CONT AUTOM) ,1,1,2
41403100 - ENGENHARIA FLORESTAL - D (Patos),50,64,114
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),16,264,280
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),93,75,168
51203100 - FARMÁCIA - D (Cuité),20,13,33
11105150 - FÍSICA (BAC) - D (Campina Grande),13,41,54
51105110 - FÍSICA (LIC) - D (Cuité),7,24,31
51105210 - FÍSICA (LIC) - N (Cuité),11,9,20
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),130,50,180
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),87,60,147
13309100 - HISTÓRIA - D (Campina Grande),19,22,41
13309200 - HISTÓRIA - N (Campina Grande),17,25,42
13309150 - HISTÓRIA (BAC) - M (Campina Grande),13,15,28
13309212 - HISTÓRIA (BAC) - N (Campina Grande),2,2,4
13309250 - HISTÓRIA (BAC) - N (Campina Grande),6,1,7
13309110 - HISTÓRIA (LIC) - M (Campina Grande),46,27,73
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),103,45,148
13309210 - HISTÓRIA (LIC) - N (Campina Grande),25,18,43
13309211 - HISTÓRIA (LIC) - N (Campina Grande),48,27,75
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),136,70,206
13310100 - LETRAS - D (Campina Grande),33,15,48
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),3,0,3
13310212 - LETRAS - LÍNGUA E LIT. FRANCESA - N (Campina Grande),1,0,1
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),13,6,19
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),4,1,5
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),54,14,68
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),85,15,100
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),80,13,93
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),100,10,110
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),39,9,48
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),35,12,47
21310100 - LETRAS - M (Cajazeiras),24,4,28
13310200 - LETRAS - N (Campina Grande),37,11,48
21310200 - LETRAS - N (Cajazeiras),33,7,40
11107100 - MATEMÁTICA - D (Campina Grande),17,25,42
,FEMININO,MASCULINO,Total
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),3,6,9
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),15,19,34
51107110 - MATEMÁTICA (LIC) - D (Cuité),14,12,26
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),23,49,72
51107210 - MATEMÁTICA (LIC) - N (Cuité),10,9,19
12205100 - MEDICINA (Campina Grande),211,255,466
21205100 - MEDICINA (Cajazeiras),11,14,25
41410100 - MEDICINA VETERINÁRIA - D (Patos),125,216,341
15108100 - METEOROLOGIA - D (Campina Grande),34,35,69
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),45,1,46
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),63,1,64
21312211 - PEDAGOGIA (LIC PLENA) ADM. ESCOLAR - N (Cajazeiras),4,1,5
21312212 - PEDAGOGIA (LIC PLENA) SUPERV.ESCOLAR - N (Cajazeiras),4,0,4
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),63,3,66
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),101,3,104
13312211 - PEDAGOGIA(LIC PL/MAG SÉR INIC 1ºGRAU)-N (Campina ,25,4,29
13312113 - PEDAGOGIA(LIC.PL/EDUC.EXC.DEF.AUDIOC.)-M (Campina ,8,0,8
21312112 - PEDAGOGIA(LIC.PLENA) SUPERV.ESCOLAR - M (Cajazeiras),4,1,5
13312112 - PEDAGOGIA(LIC.PL/MAG.MAT.PED.2.GRAU)-M (Campina ,1,0,1
13312111 - PEDAGOGIA(LIC.PL/MAG.SÉR.INIC.1.GRAU)-M (Campina ,59,2,61
21312113 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-M (Cajazeiras),67,6,73
21312213 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-N (Cajazeiras),71,1,72
51109110 - QUÍMICA (LIC) - D (Cuité),35,16,51
51109210 - QUÍMICA (LIC) - N (Cuité),21,9,30
Total,4646,4657,9303
