Quantidade de alunos matriculados em 2014.2 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
11105150 - FÍSICA (BAC) - D (Campina Grande),10,16,26
11105110 - FÍSICA (LIC) - D (Campina Grande),6,13,19
51105110 - FÍSICA (LIC) - D (Cuité),16,37,53
21105210 - FÍSICA (LIC) - N (Cajazeiras),20,32,52
51105210 - FÍSICA (LIC) - N (Cuité),12,31,43
13316110 - GEOGRAFIA (LIC) - D (Campina Grande),52,52,104
13316210 - GEOGRAFIA (LIC) - N (Campina Grande),57,75,132
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),86,51,137
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),85,67,152
13309150 - HISTÓRIA (BAC) - M (Campina Grande),3,1,4
13309250 - HISTÓRIA (BAC) - N (Campina Grande),2,2,4
13309110 - HISTÓRIA (LIC) - M (Campina Grande),62,48,110
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),88,50,138
19309110 - HISTÓRIA (LIC) - M (PARFOR) (Campina Grande),19,6,25
13309210 - HISTÓRIA (LIC) - N (Campina Grande),67,69,136
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),85,92,177
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D (Sumé),61,38,99
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N (Campina Grande),38,13,51
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D (Campina Grande),16,6,22
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),1,0,1
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),6,1,7
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),2,0,2
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),14,1,15
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),29,10,39
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Campina Grande),36,16,52
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Cajazeiras),42,19,61
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),55,19,74
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),51,17,68
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),75,28,103
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),2,1,3
,FEMININO,MASCULINO,Total
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),6,1,7
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),2,1,3
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),2,1,3
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),55,14,69
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),8,11,19
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),22,18,40
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),48,45,93
51107110 - MATEMÁTICA (LIC) - D (Cuité),22,27,49
19107110 - MATEMÁTICA (LIC) - D (PARFOR) (Campina Grande),9,8,17
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),21,40,61
51107210 - MATEMÁTICA (LIC) - N (Cuité),31,32,63
12205100 - MEDICINA (Campina Grande),236,219,455
21205100 - MEDICINA (Cajazeiras),88,128,216
41410100 - MEDICINA VETERINÁRIA - D (Patos),197,220,417
15108100 - METEOROLOGIA - D (Campina Grande),28,27,55
13311150 - MÚSICA (BAC) - D (Campina Grande),5,32,37
13311110 - MÚSICA (LIC) - D (Campina Grande),11,53,64
51206100 - NUTRIÇÃO - D (Cuité),210,44,254
51206200 - NUTRIÇÃO - N (Cuité),79,9,88
41207100 - ODONTOLOGIA - D (Patos),234,124,358
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),106,2,108
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),87,8,95
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),147,9,156
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),175,15,190
12208200 - PSICOLOGIA - N (Campina Grande),215,80,295
51109110 - QUÍMICA (LIC) - D (Cuité),50,35,85
21109210 - QUÍMICA (LIC) - N (Cajazeiras),46,51,97
51109210 - QUÍMICA (LIC) - N (Cuité),34,29,63
19109210 - QUÍMICA (LIC) - N (PARFOR) (Cajazeiras),11,7,18
31340100 - SERVIÇO SOCIAL - M (Sousa),122,22,144
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),70,55,125
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),54,50,104
Total,8208,7087,15295
