Quantidade de alunos matriculados em 2010.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
41403100 - ENGENHARIA FLORESTAL - D (Patos),65,86,151
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),21,290,311
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),116,95,211
11134100 - ESTATÍSTICA - D (Campina Grande),13,11,24
51203100 - FARMÁCIA - D (Cuité),122,75,197
13314200 - FILOSOFIA - N (Campina Grande),7,11,18
13314250 - FILOSOFIA (BAC) - N (Campina Grande),10,12,22
13314210 - FILOSOFIA (LIC) - N (Campina Grande),4,7,11
11105150 - FÍSICA (BAC) - D (Campina Grande),29,57,86
51105110 - FÍSICA (LIC) - D (Cuité),21,41,62
51105210 - FÍSICA (LIC) - N (Cuité),21,25,46
13316110 - GEOGRAFIA (LIC) - D (Campina Grande),26,18,44
13316210 - GEOGRAFIA (LIC) - N (Campina Grande),39,45,84
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),68,13,81
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),80,56,136
13309100 - HISTÓRIA - D (Campina Grande),13,14,27
13309200 - HISTÓRIA - N (Campina Grande),6,10,16
13309150 - HISTÓRIA (BAC) - M (Campina Grande),18,13,31
13309212 - HISTÓRIA (BAC) - N (Campina Grande),3,1,4
13309250 - HISTÓRIA (BAC) - N (Campina Grande),15,8,23
13309110 - HISTÓRIA (LIC) - M (Campina Grande),41,23,64
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),116,41,157
13309210 - HISTÓRIA (LIC) - N (Campina Grande),45,46,91
13309211 - HISTÓRIA (LIC) - N (Campina Grande),9,7,16
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),113,59,172
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D (Sumé),45,23,68
13310100 - LETRAS - D (Campina Grande),21,5,26
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),4,1,5
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),22,8,30
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),5,0,5
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),87,15,102
,FEMININO,MASCULINO,Total
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),92,30,122
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),81,14,95
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),98,10,108
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),53,13,66
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),48,9,57
21310100 - LETRAS - M (Cajazeiras),7,7,14
13310200 - LETRAS - N (Campina Grande),5,7,12
21310200 - LETRAS - N (Cajazeiras),4,6,10
13345110 - LICENCIATURA INTERCULTURAL INDÍGENA - D (Campina ,34,14,48
11107100 - MATEMÁTICA - D (Campina Grande),17,11,28
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),7,15,22
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),24,10,34
51107110 - MATEMÁTICA (LIC) - D (Cuité),30,48,78
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),38,54,92
51107210 - MATEMÁTICA (LIC) - N (Cuité),25,38,63
12205100 - MEDICINA (Campina Grande),251,248,499
21205100 - MEDICINA (Cajazeiras),90,114,204
41410100 - MEDICINA VETERINÁRIA - D (Patos),140,225,365
15108100 - METEOROLOGIA - D (Campina Grande),42,34,76
13311100 - MÚSICA - D (Campina Grande),1,2,3
13311150 - MÚSICA (BAC) - D (Campina Grande),2,13,15
13311110 - MÚSICA (LIC) - D (Campina Grande),1,6,7
51206200 - NUTRIÇÃO - N (Cuité),96,15,111
41207100 - ODONTOLOGIA - D (Patos),68,53,121
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),117,3,120
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),86,3,89
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),131,8,139
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),147,8,155
12208200 - PSICOLOGIA - N (Campina Grande),32,11,43
51109110 - QUÍMICA (LIC) - D (Cuité),61,43,104
51109210 - QUÍMICA (LIC) - N (Cuité),32,25,57
31340100 - SERVIÇO SOCIAL - M (Sousa),43,4,47
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),16,27,43
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),26,24,50
Total,6664,5863,12527
