Quantidade de alunos matriculados em 2013.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
13311150 - MÚSICA (BAC) - D (Campina Grande),3,31,34
13311110 - MÚSICA (LIC) - D (Campina Grande),8,53,61
51206100 - NUTRIÇÃO - D (Cuité),153,22,175
51206200 - NUTRIÇÃO - N (Cuité),109,10,119
41207100 - ODONTOLOGIA - D (Patos),191,112,303
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),140,3,143
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),96,5,101
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),163,6,169
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),160,6,166
12208200 - PSICOLOGIA - N (Campina Grande),168,53,221
51109110 - QUÍMICA (LIC) - D (Cuité),55,48,103
21109210 - QUÍMICA (LIC) - N (Cajazeiras),40,49,89
51109210 - QUÍMICA (LIC) - N (Cuité),44,28,72
31340100 - SERVIÇO SOCIAL - M (Sousa),138,14,152
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),69,65,134
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),75,55,130
Total,8554,7239,15793
