Quantidade de alunos matriculados em 2016.2 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
13301100 - ADMINISTRAÇÃO - D (Campina Grande),109,106,215
13301200 - ADMINISTRAÇÃO - N (Campina Grande),49,75,124
31301200 - ADMINISTRAÇÃO - N (Sousa),67,110,177
91402100 - AGRONOMIA - D (Pombal),80,154,234
15101100 - ARQUITETURA E URBANISMO - D (Campina Grande),125,70,195
13317100 - ARTE E MÍDIA - D (Campina Grande),57,73,130
14102100 - CIÊNCIA DA COMPUTAÇÃO - D (Campina Grande),100,496,596
41201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D (Patos),59,46,105
51201110 - CIÊNCIAS BIOLÓGICAS (LIC) - D (Cuité),64,34,98
21201110 - CIÊNCIAS BIOLÓGICAS (LIC) - M (Cajazeiras),80,40,120
41201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N (Patos),101,52,153
51201210 - CIÊNCIAS BIOLÓGICAS (LIC) - N (Cuité),72,49,121
31360200 - CIÊNCIAS CONTÁBEIS - N (Sousa),94,110,204
13304100 - CIÊNCIAS ECONÔMICAS - M (Campina Grande),38,55,93
13304200 - CIÊNCIAS ECONÔMICAS - N (Campina Grande),38,58,96
13305150 - CIÊNCIAS SOCIAIS (BAC) - D (Campina Grande),18,19,37
13305250 - CIÊNCIAS SOCIAIS (BAC) - N (Campina Grande),0,1,1
13305210 - CIÊNCIAS SOCIAIS (LIC) - N (Campina Grande),52,45,97
71305210 - CIÊNCIAS SOCIAIS (LIC) - N (Sumé),71,34,105
13306100 - COMUNICAÇÃO SOCIAL - D (Campina Grande),68,39,107
13306200 - COMUNICAÇÃO SOCIAL - N (Campina Grande),52,52,104
11104120 - DESIGN - D (Campina Grande),109,82,191
31350100 - DIREITO - M (Sousa),154,113,267
31350200 - DIREITO - N (Sousa),110,163,273
31350300 - DIREITO - V (Sousa),148,119,267
12204100 - ENFERMAGEM - D (Campina Grande),136,26,162
21204100 - ENFERMAGEM - D (Cajazeiras),162,48,210
51204100 - ENFERMAGEM - D (Cuité),205,48,253
71132100 - ENG. DE BIOTECNOLOGIA E BIOPROCESSOS - D (Sumé),65,40,105
15121100 - ENGENHARIA AGRÍCOLA - D (Campina Grande),27,68,95
91130100 - ENGENHARIA AMBIENTAL - D (Pombal),111,125,236
15122100 - ENGENHARIA CIVIL - D (Campina Grande),182,349,531
91122100 - ENGENHARIA CIVIL - D (Pombal),57,120,177
15125100 - ENGENHARIA DE ALIMENTOS - D (Campina Grande),60,41,101
91125100 - ENGENHARIA DE ALIMENTOS - D (Pombal),122,63,185
71131100 - ENGENHARIA DE BIOSSISTEMAS - D (Sumé),48,57,105
11126100 - ENGENHARIA DE MATERIAIS - D (Campina Grande),85,74,159
15127100 - ENGENHARIA DE MINAS - D (Campina Grande),63,103,166
11135100 - ENGENHARIA DE PETRÓLEO - D (Campina Grande),77,78,155
11133100 - ENGENHARIA DE PRODUÇÃO - D (Campina Grande),76,88,164
71133100 - ENGENHARIA DE PRODUÇÃO - D (Sumé),79,94,173
14123100 - ENGENHARIA ELÉTRICA (Campina Grande),194,693,887
,FEMININO,MASCULINO,Total
41403100 - ENGENHARIA FLORESTAL - D (Patos),42,61,103
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),42,305,347
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),113,108,221
11134100 - ESTATÍSTICA - D (Campina Grande),14,18,32
51203100 - FARMÁCIA - D (Cuité),204,100,304
13314250 - FILOSOFIA (BAC) - N (Campina Grande),8,13,21
13314210 - FILOSOFIA (LIC) - N (Campina Grande),18,22,40
11105150 - FÍSICA (BAC) - D (Campina Grande),2,23,25
11105110 - FÍSICA (LIC) - D (Campina Grande),9,20,29
51105110 - FÍSICA (LIC) - D (Cuité),14,35,49
21105210 - FÍSICA (LIC) - N (Cajazeiras),25,42,67
51105210 - FÍSICA (LIC) - N (Cuité),14,41,55
13316110 - GEOGRAFIA (LIC) - D (Campina Grande),47,46,93
13316210 - GEOGRAFIA (LIC) - N (Campina Grande),35,81,116
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),69,63,132
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),56,52,108
13309250 - HISTÓRIA (BAC) - N (Campina Grande),1,1,2
13309110 - HISTÓRIA (LIC) - M (Campina Grande),49,53,102
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),78,53,131
19309110 - HISTÓRIA (LIC) - M (PARFOR) (Campina Grande),12,3,15
13309210 - HISTÓRIA (LIC) - N (Campina Grande),60,77,137
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),83,91,174
71315110 - INTERDISCIPLINAR EM EDUC. DO CAMPO(LIC)D (Sumé),43,36,79
13310214 - LETRAS - ESPANHOL (LICENCIATURA) N (Campina Grande),34,20,54
13310115 - LETRAS - LÍNG.PORT./LÍNG.FRANC.(LIC)-D (Campina Grande),21,8,29
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),2,0,2
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),1,0,1
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),1,0,1
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),8,3,11
13310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Campina Grande),31,19,50
21310116 - LETRAS - LÍNGUA INGLESA (LIC) - D (Cajazeiras),46,29,75
21310110 - LETRAS - LÍNGUA PORTUGUESA (LIC) - M (Cajazeiras),56,13,69
13310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Campina Grande),61,21,82
21310210 - LETRAS - LÍNGUA PORTUGUESA (LIC) - N (Cajazeiras),93,31,124
13310110 - LETRAS- LÍNGUA PORTUGUESA (LIC) - D (Campina Grande),52,19,71
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),4,11,15
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),19,26,45
21107110 - MATEMÁTICA (LIC) - D (Cajazeiras),57,47,104
51107110 - MATEMÁTICA (LIC) - D (Cuité),16,22,38
19107110 - MATEMÁTICA (LIC) - D (PARFOR) (Campina Grande),7,9,16
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),23,33,56
51107210 - MATEMÁTICA (LIC) - N (Cuité),28,34,62
12205100 - MEDICINA (Campina Grande),243,216,459
,FEMININO,MASCULINO,Total
21205100 - MEDICINA (Cajazeiras),40,60,100
41410100 - MEDICINA VETERINÁRIA - D (Patos),222,185,407
15108100 - METEOROLOGIA - D (Campina Grande),19,21,40
13311150 - MÚSICA (BAC) - D (Campina Grande),4,24,28
13311110 - MÚSICA (LIC) - D (Campina Grande),17,65,82
51206100 - NUTRIÇÃO - D (Cuité),218,48,266
51206200 - NUTRIÇÃO - N (Cuité),5,1,6
41207100 - ODONTOLOGIA - D (Patos),232,128,360
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),98,1,99
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),76,9,85
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),129,13,142
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),156,17,173
12208100 - PSICOLOGIA - D (Campina Grande),23,8,31
12208200 - PSICOLOGIA - N (Campina Grande),172,74,246
51109110 - QUÍMICA (LIC) - D (Cuité),38,37,75
21109210 - QUÍMICA (LIC) - N (Cajazeiras),52,59,111
51109210 - QUÍMICA (LIC) - N (Cuité),37,39,76
19109210 - QUÍMICA (LIC) - N (PARFOR) (Cajazeiras),2,3,5
31340100 - SERVIÇO SOCIAL - M (Sousa),117,14,131
71420100 - TECNOLOGIA EM AGROECOLOGIA - D (Sumé),41,33,74
71318200 - TECNOLOGIA EM GESTÃO PÚBLICA - N (Sumé),59,54,113
Total,7262,7108,14370
