Quantidade de alunos matriculados em 2004.1 por curso e sexo.,,,
,FEMININO,MASCULINO,Total
13301100 - ADMINISTRAÇÃO - D (Campina Grande),56,75,131
13301200 - ADMINISTRAÇÃO - N (Campina Grande),19,40,59
13301152 - ADMINISTRAÇÃO (EMPRESA) - D (Campina Grande),124,77,201
13301252 - ADMINISTRAÇÃO (EMPRESA) - N (Campina Grande),36,69,105
13301151 - ADMINISTRAÇÃO (PÚBLICA) - D (Campina Grande),4,2,6
13301251 - ADMINISTRAÇÃO (PÚBLICA) - N (Campina Grande),1,1,2
13317100 - ARTE E MÍDIA - D (Campina Grande),45,65,110
14102100 - CIÊNCIA DA COMPUTAÇÃO - D (Campina Grande),45,250,295
21103113 - CIÊNCIAS - BIOLOGIA (LIC) - M (Cajazeiras),40,11,51
21103213 - CIÊNCIAS - BIOLOGIA (LIC) - N (Cajazeiras),33,9,42
21103114 - CIÊNCIAS - FÍSICA (LIC) - M (Cajazeiras),0,3,3
21103214 - CIÊNCIAS - FÍSICA (LIC) - N (Cajazeiras),0,1,1
21103100 - CIÊNCIAS - M (Cajazeiras),36,27,63
21103112 - CIÊNCIAS - MATEMÁTICA (LIC) - M (Cajazeiras),12,21,33
21103212 - CIÊNCIAS - MATEMÁTICA (LIC) - N (Cajazeiras),4,14,18
21103200 - CIÊNCIAS - N (Cajazeiras),38,36,74
21103115 - CIÊNCIAS - QUÍMICA (LIC) - M (Cajazeiras),14,9,23
21103215 - CIÊNCIAS - QUÍMICA (LIC) - N (Cajazeiras),11,4,15
13304100 - CIÊNCIAS ECONÔMICAS - M (Campina Grande),86,89,175
13304200 - CIÊNCIAS ECONÔMICAS - N (Campina Grande),76,91,167
13305100 - CIÊNCIAS SOCIAIS - D (Campina Grande),36,30,66
13305200 - CIÊNCIAS SOCIAIS - N (Campina Grande),14,15,29
13305150 - CIÊNCIAS SOCIAIS (BAC) - D (Campina Grande),20,8,28
13305250 - CIÊNCIAS SOCIAIS (BAC) - N (Campina Grande),4,5,9
13305110 - CIÊNCIAS SOCIAIS (LIC) - D (Campina Grande),27,13,40
13305210 - CIÊNCIAS SOCIAIS (LIC) - N (Campina Grande),25,14,39
11104100 - DESENHO INDUSTRIAL - D (Campina Grande),80,76,156
11104120 - DESIGN - D (Campina Grande),2,2,4
31350100 - DIREITO - M (Sousa),121,161,282
31350200 - DIREITO - N (Sousa),100,224,324
31350300 - DIREITO - V (Sousa),31,59,90
15121100 - ENGENHARIA AGRÍCOLA - D (Campina Grande),52,79,131
15122100 - ENGENHARIA CIVIL - D (Campina Grande),112,318,430
11126100 - ENGENHARIA DE MATERIAIS - D (Campina Grande),119,102,221
15127100 - ENGENHARIA DE MINAS - D (Campina Grande),19,84,103
14123100 - ENGENHARIA ELÉTRICA (Campina Grande),18,176,194
14123114 - ENGENHARIA ELÉTRICA (ELETRÔN/ELETROTÉC) (Campina ,0,1,1
14123110 - ENGENHARIA ELÉTRICA (ELETRÔNICA) - D (Campina ,2,38,40
14123111 - ENGENHARIA ELÉTRICA (ELETROTÉCNICA) - D (Campina ,14,113,127
14123112 - ENGENHARIA ELÉTRICA (TELECOMUNICAÇÕES) - (Campina ,6,48,54
14123113 - ENGENHARIA ELÉTRICA(CONTROLE E AUTOMAÇÃO ,16,93,109
14123116 - ENGENHARIA ELÉTRICA(ELETROTÉ/CONT AUTOM) ,1,0,1
,FEMININO,MASCULINO,Total
41403100 - ENGENHARIA FLORESTAL - D (Patos),27,45,72
11124100 - ENGENHARIA MECÂNICA - D (Campina Grande),10,271,281
11128100 - ENGENHARIA QUÍMICA - D (Campina Grande),104,93,197
11105150 - FÍSICA (BAC) - D (Campina Grande),11,47,58
21316110 - GEOGRAFIA (LICENCIATURA) - M (Cajazeiras),84,46,130
21316210 - GEOGRAFIA (LICENCIATURA) - N (Cajazeiras),113,64,177
13309100 - HISTÓRIA - D (Campina Grande),32,23,55
13309200 - HISTÓRIA - N (Campina Grande),16,24,40
13309150 - HISTÓRIA (BAC) - M (Campina Grande),6,11,17
13309212 - HISTÓRIA (BAC) - N (Campina Grande),0,5,5
13309110 - HISTÓRIA (LIC) - M (Campina Grande),67,34,101
21309110 - HISTÓRIA (LIC) - M (Cajazeiras),68,50,118
13309211 - HISTÓRIA (LIC) - N (Campina Grande),72,36,108
21309210 - HISTÓRIA (LIC) - N (Cajazeiras),161,92,253
13310100 - LETRAS - D (Campina Grande),42,25,67
13310112 - LETRAS - LÍNGUA E LIT. FRANCESA - D (Campina Grande),5,1,6
13310212 - LETRAS - LÍNGUA E LIT. FRANCESA - N (Campina Grande),1,0,1
13310113 - LETRAS - LÍNGUA E LIT. INGLESA - D (Campina Grande),16,6,22
13310213 - LETRAS - LÍNGUA E LIT. INGLESA - N (Campina Grande),7,4,11
13310111 - LETRAS - LÍNGUA E LIT. PORTUGUESA - D (Campina Grande),50,15,65
13310211 - LETRAS - LÍNGUA E LIT. PORTUGUESA - N (Campina Grande),66,14,80
21310111 - LETRAS - LÍNGUA VERNÁCULA (LIC) - M (Cajazeiras),72,8,80
21310211 - LETRAS - LÍNGUA VERNÁCULA (LIC) - N (Cajazeiras),72,7,79
21310112 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - M (Cajazeiras),59,16,75
21310212 - LETRAS - LÍNG.VERNÁCULA/ING. (LIC) - N (Cajazeiras),52,10,62
21310100 - LETRAS - M (Cajazeiras),28,14,42
13310200 - LETRAS - N (Campina Grande),34,9,43
21310200 - LETRAS - N (Cajazeiras),27,4,31
11107100 - MATEMÁTICA - D (Campina Grande),23,36,59
11107150 - MATEMÁTICA (BAC) - D (Campina Grande),4,6,10
11107110 - MATEMÁTICA (LIC) - D (Campina Grande),18,32,50
11107210 - MATEMÁTICA (LIC) - N (Campina Grande),21,60,81
12205100 - MEDICINA (Campina Grande),203,253,456
41410100 - MEDICINA VETERINÁRIA - D (Patos),119,218,337
15108100 - METEOROLOGIA - D (Campina Grande),26,40,66
13312110 - PEDAGOGIA (LIC) - M (Campina Grande),18,1,19
13312210 - PEDAGOGIA (LIC) - N (Campina Grande),6,0,6
21312211 - PEDAGOGIA (LIC PLENA) ADM. ESCOLAR - N (Cajazeiras),5,1,6
21312212 - PEDAGOGIA (LIC PLENA) SUPERV.ESCOLAR - N (Cajazeiras),68,5,73
21312110 - PEDAGOGIA (LICENCIATURA) - M (Cajazeiras),25,7,32
21312210 - PEDAGOGIA (LICENCIATURA) - N (Cajazeiras),23,5,28
13312211 - PEDAGOGIA(LIC PL/MAG SÉR INIC 1ºGRAU)-N (Campina ,79,6,85
13312113 - PEDAGOGIA(LIC.PL/EDUC.EXC.DEF.AUDIOC.)-M (Campina ,6,0,6
,FEMININO,MASCULINO,Total
21312111 - PEDAGOGIA(LIC.PLENA) ADM.ESCOLAR - M (Cajazeiras),1,0,1
21312112 - PEDAGOGIA(LIC.PLENA) SUPERV.ESCOLAR - M (Cajazeiras),74,6,80
13312111 - PEDAGOGIA(LIC.PL/MAG.SÉR.INIC.1.GRAU)-M (Campina ,92,4,96
21312113 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-M (Cajazeiras),39,2,41
21312213 - PEDAGOGIA(L.P)DOC.SÉR.INIC.ENS.FUNDAM.-N (Cajazeiras),52,1,53
11111100 - TECNOLOGIA QUÍMICA (COUROS E TANANTES) (Campina ,4,7,11
Total,3707,4217,7924
